date_time,humd,id,location,pres,temp,uvindex
2021-05-07 22:46:37,51.7,3981236,HYD014,0.9339157,33.8,0.83
2021-05-07 22:47:21,52.2,3981236,HYD014,0.9338814,33.7,0.83
2021-05-07 22:48:08,52.2,3981236,HYD014,0.9338968,33.8,0.84
2021-05-07 22:48:55,51.9,3981236,HYD014,0.9340062,33.8,0.84
2021-05-07 22:49:42,51.9,3981236,HYD014,0.9339519,33.9,0.84
2021-05-07 22:50:30,51.9,3981236,HYD014,0.9338491,33.9,0.84
2021-05-07 22:51:17,52.0,3981236,HYD014,0.9338552,33.9,0.83
2021-05-07 22:52:03,52.0,3981236,HYD014,0.9338689,33.9,0.83
2021-05-07 22:52:50,51.9,3981236,HYD014,0.9338351,33.9,0.83
2021-05-07 22:53:37,52.0,3981236,HYD014,0.9338144,34.0,0.83
2021-05-07 22:54:24,51.9,3981236,HYD014,0.9337731,34.0,0.83
2021-05-07 22:55:10,51.9,3981236,HYD014,0.9338762,34.0,0.83
2021-05-07 22:55:57,52.0,3981236,HYD014,0.9338701,34.0,0.84
2021-05-07 22:56:44,51.8,3981236,HYD014,0.9339106,33.9,0.83
2021-05-07 22:57:31,51.9,3981236,HYD014,0.9338632,33.9,0.84
2021-05-07 22:58:18,51.8,3981236,HYD014,0.9339041,33.9,0.83
2021-05-07 22:59:04,51.9,3981236,HYD014,0.9338977,33.9,0.84
2021-05-07 22:59:51,51.8,3981236,HYD014,0.9339174,33.9,0.83
2021-05-07 23:00:38,52.0,3981236,HYD014,0.9338902,33.9,0.86
2021-05-07 23:01:25,51.9,3981236,HYD014,0.9339113,33.9,0.84
2021-05-07 23:02:12,51.9,3981236,HYD014,0.9339381,33.9,0.84
2021-05-07 23:02:59,51.8,3981236,HYD014,0.9338496,33.9,0.84
2021-05-07 23:03:46,51.8,3981236,HYD014,0.9339388,33.9,0.84
2021-05-07 23:04:33,51.9,3981236,HYD014,0.9338843,33.9,0.85
2021-05-07 23:05:27,51.8,3981236,HYD014,0.9338701,33.9,0.84
2021-05-07 23:06:14,51.9,3981236,HYD014,0.9338428,33.9,0.83
2021-05-07 23:07:02,51.9,3981236,HYD014,0.9338151,33.9,0.84
2021-05-07 23:07:49,51.9,3981236,HYD014,0.9339319,33.8,0.83
2021-05-07 23:08:36,51.9,3981236,HYD014,0.9338848,33.8,0.84
2021-05-07 23:09:26,51.9,3981236,HYD014,0.9338496,33.8,0.83
2021-05-07 23:10:12,51.9,3981236,HYD014,0.9338701,33.9,0.86
2021-05-07 23:10:58,51.9,3981236,HYD014,0.9338781,33.9,0.83
2021-05-07 23:11:45,51.7,3981236,HYD014,0.9338517,33.8,0.84
2021-05-07 23:12:33,51.6,3981236,HYD014,0.9337974,33.7,0.85
2021-05-07 23:13:20,51.6,3981236,HYD014,0.9339005,33.7,0.83
2021-05-07 23:14:06,51.7,3981236,HYD014,0.9338461,33.7,0.84
2021-05-07 23:14:53,51.6,3981236,HYD014,0.9339009,33.7,0.84
2021-05-07 23:15:40,51.5,3981236,HYD014,0.9338062,33.6,0.84
2021-05-07 23:16:27,51.6,3981236,HYD014,0.9338957,33.6,0.84
2021-05-07 23:17:13,51.6,3981236,HYD014,0.9338202,33.5,0.84
2021-05-07 23:18:02,51.7,3981236,HYD014,0.9338334,33.5,0.84
2021-05-07 23:18:49,51.6,3981236,HYD014,0.9337242,33.5,0.84
2021-05-07 23:19:37,51.6,3981236,HYD014,0.9338278,33.5,0.84
2021-05-07 23:20:27,51.7,3981236,HYD014,0.9338076,33.5,0.84
2021-05-07 23:21:14,51.9,3981236,HYD014,0.933834,33.5,0.84
2021-05-07 23:22:01,51.9,3981236,HYD014,0.9338139,33.5,0.84
2021-05-07 23:22:48,51.7,3981236,HYD014,0.9338078,33.5,0.84
2021-05-07 23:23:35,51.8,3981236,HYD014,0.9338219,33.5,0.84
2021-05-07 23:24:22,51.7,3981236,HYD014,0.9338086,33.5,0.84
2021-05-07 23:25:08,51.7,3981236,HYD014,0.9337526,33.5,0.83
2021-05-07 23:25:55,51.8,3981236,HYD014,0.9337512,33.5,0.84
2021-05-07 23:26:42,51.8,3981236,HYD014,0.9338054,33.5,0.84
